CHLRE_01g000017v5 Cre01.g000017
CHLRE_06g268000v5 Name=H4-III
CHLRE_06g268050v5 Cre06.g268050
CHLRE_06g268100v5 Cre06.g268100
CHLRE_06g268150v5 Cre06.g268150
CHLRE_06g268200v5 Cre06.g268200
CHLRE_06g268228v5 Cre06.g268228
CHLRE_06g268250v5 Cre06.g268250
CHLRE_06g268300v5 Cre06.g268300
CHLRE_06g268350v5 Name=ch3-III
CHLRE_06g268400v5 Name=H4-III
CHLRE_06g268450v5 Cre06.g268450
CHLRE_06g268501v5 Cre06.g268501
CHLRE_06g268550v5 Cre06.g268550
CHLRE_06g268600v5 Cre06.g268600
CHLRE_06g268650v5 Cre06.g268650
CHLRE_06g268700v5 Cre06.g268700
CHLRE_06g268750v5 Cre06.g268750
CHLRE_06g268800v5 Cre06.g268800
CHLRE_06g268850v5 Cre06.g268850
CHLRE_06g268900v5 Cre06.g268900
CHLRE_06g268925v5 Cre06.g268925
CHLRE_06g268950v5 Cre06.g268950
CHLRE_06g268976v5 Cre06.g268976
CHLRE_06g269000v5 Cre06.g269000
CHLRE_06g269050v5 Cre06.g269050
CHLRE_06g269100v5 Cre06.g269100
CHLRE_06g269150v5 Cre06.g269150
CHLRE_06g269200v5 Cre06.g269200
CHLRE_06g269250v5 Cre06.g269250
CHLRE_06g269300v5 Cre06.g269300
CHLRE_06g269350v5 Cre06.g269350
CHLRE_06g269400v5 Cre06.g269400
CHLRE_06g269450v5 Cre06.g269450
CHLRE_06g269544v5 Cre06.g269544
CHLRE_06g269550v5 Cre06.g269550
CHLRE_06g269601v5 Cre06.g269601
CHLRE_06g269650v5 Cre06.g269650
CHLRE_06g269700v5 Cre06.g269700
CHLRE_06g269752v5 Cre06.g269752
CHLRE_06g269801v5 Cre06.g269801
CHLRE_06g269850v5 Cre06.g269850
CHLRE_06g269865v5 Cre06.g269865
CHLRE_06g269908v5 Cre06.g269908
CHLRE_06g269950v5 Cre06.g269950
CHLRE_06g270000v5 Cre06.g270000
CHLRE_06g270050v5 Cre06.g270050
CHLRE_06g270100v5 Cre06.g270100
CHLRE_06g270150v5 Cre06.g270150
CHLRE_06g270200v5 Cre06.g270200
CHLRE_06g270250v5 Cre06.g270250
CHLRE_06g270276v5 Cre06.g270276
CHLRE_06g270300v5 Cre06.g270300
CHLRE_06g270350v5 Cre06.g270350
CHLRE_06g270400v5 Cre06.g270400
CHLRE_06g270450v5 Cre06.g270450
CHLRE_06g270500v5 Cre06.g270500
CHLRE_06g270550v5 Cre06.g270550
CHLRE_06g270600v5 Cre06.g270600
CHLRE_06g270650v5 Cre06.g270650
CHLRE_06g270700v5 Cre06.g270700
CHLRE_06g270726v5 Cre06.g270726
CHLRE_06g270750v5 Cre06.g270750
CHLRE_06g270800v5 Cre06.g270800
CHLRE_06g270850v5 Cre06.g270850
CHLRE_06g270900v5 Cre06.g270900
CHLRE_06g270950v5 Cre06.g270950
CHLRE_06g271000v5 Cre06.g271000
CHLRE_06g271050v5 Cre06.g271050
CHLRE_06g271100v5 Cre06.g271100
CHLRE_06g271150v5 CFAP74
CHLRE_06g271188v5 Cre06.g271188
CHLRE_06g271200v5 Cre06.g271200
CHLRE_06g271250v5 Name=ch3-III
CHLRE_06g271300v5 Name=H4-III
CHLRE_06g271350v5 Cre06.g271350
CHLRE_06g271376v5 Cre06.g271376
CHLRE_06g271400v5 Cre06.g271400
CHLRE_06g271450v5 Cre06.g271450
CHLRE_06g271500v5 Cre06.g271500
CHLRE_06g271526v5 Cre06.g271526
CHLRE_06g271550v5 Cre06.g271550
CHLRE_06g271600v5 Cre06.g271600
CHLRE_06g271650v5 Cre06.g271650
CHLRE_06g271700v5 Cre06.g271700
CHLRE_06g271750v5 Cre06.g271750
CHLRE_06g271800v5 Cre06.g271800
CHLRE_06g271850v5 Cre06.g271850
CHLRE_06g271900v5 Cre06.g271900
CHLRE_06g271950v5 Cre06.g271950
CHLRE_06g272000v5 Cre06.g272000
CHLRE_06g272050v5 Cre06.g272050
CHLRE_06g272100v5 Cre06.g272100
CHLRE_06g272150v5 Cre06.g272150
CHLRE_06g272200v5 Cre06.g272200
CHLRE_06g272250v5 Cre06.g272250
CHLRE_06g272300v5 Cre06.g272300
CHLRE_06g272350v5 Cre06.g272350
CHLRE_06g272400v5 Cre06.g272400
CHLRE_06g272450v5 Cre06.g272450
CHLRE_06g272475v5 Cre06.g272475
CHLRE_06g272500v5 Cre06.g272500
CHLRE_06g272550v5 Cre06.g272550
CHLRE_06g272600v5 Cre06.g272600
CHLRE_06g272650v5 Cre06.g272650
CHLRE_06g272701v5 Cre06.g272701
CHLRE_06g272750v5 Cre06.g272750
CHLRE_06g272760v5 Cre06.g272760
CHLRE_06g272800v5 Cre06.g272800
CHLRE_06g272850v5 Cre06.g272850
CHLRE_06g272900v5 Cre06.g272900
CHLRE_06g272950v5 Cre06.g272950
CHLRE_06g273000v5 Cre06.g273000
CHLRE_06g273050v5 Cre06.g273050
CHLRE_06g273100v5 Cre06.g273100
CHLRE_06g273150v5 Cre06.g273150
CHLRE_06g273200v5 Cre06.g273200
CHLRE_06g273250v5 Cre06.g273250
CHLRE_06g273300v5 Cre06.g273300
CHLRE_06g273350v5 Cre06.g273350
CHLRE_06g273400v5 Cre06.g273400
CHLRE_06g273413v5 Cre06.g273413
CHLRE_06g273450v5 Cre06.g273450
CHLRE_06g273500v5 Cre06.g273500
CHLRE_06g273550v5 Cre06.g273550
CHLRE_06g273600v5 Cre06.g273600
CHLRE_06g273650v5 Cre06.g273650
CHLRE_06g273700v5 Cre06.g273700
CHLRE_06g273750v5 Cre06.g273750
CHLRE_06g273800v5 Cre06.g273800
CHLRE_06g273850v5 Cre06.g273850
CHLRE_06g273900v5 Cre06.g273900
CHLRE_06g273950v5 Name=H4-III
CHLRE_06g274000v5 Name=ch3-III
CHLRE_06g274050v5 Cre06.g274050
CHLRE_06g274101v5 Name=ch3-III
CHLRE_06g274150v5 Name=H4-III
CHLRE_06g274200v5 Name=H2A-II
CHLRE_06g274250v5 Cre06.g274250
CHLRE_06g274300v5 Name=H4-III
CHLRE_06g274350v5 Name=ch3-III
CHLRE_06g274400v5 Cre06.g274400
CHLRE_06g274450v5 Cre06.g274450
CHLRE_06g274500v5 Cre06.g274500
CHLRE_06g274550v5 Cre06.g274550
CHLRE_06g274600v5 Cre06.g274600
CHLRE_06g274650v5 Cre06.g274650
CHLRE_06g274700v5 Cre06.g274700
CHLRE_06g274750v5 Cre06.g274750
CHLRE_06g274800v5 Cre06.g274800
CHLRE_06g274850v5 Name=ch3-III
CHLRE_06g274900v5 Name=H4-III
CHLRE_06g274950v5 Cre06.g274950
CHLRE_06g274994v5 Cre06.g274994
CHLRE_06g275000v5 Cre06.g275000
CHLRE_06g275050v5 Cre06.g275050
CHLRE_06g275100v5 Cre06.g275100
CHLRE_06g275150v5 Cre06.g275150
CHLRE_06g275200v5 Cre06.g275200
CHLRE_06g275250v5 Cre06.g275250
CHLRE_06g275300v5 Cre06.g275300
CHLRE_06g275350v5 Cre06.g275350
CHLRE_06g275400v5 Cre06.g275400
CHLRE_06g275450v5 Cre06.g275450
CHLRE_06g275500v5 Cre06.g275500
CHLRE_06g275550v5 Cre06.g275550
CHLRE_06g275600v5 Cre06.g275600
CHLRE_06g275650v5 Cre06.g275650
CHLRE_06g275700v5 Name=H4-III
CHLRE_06g275750v5 Name=ch3-III
CHLRE_06g275800v5 Cre06.g275800
CHLRE_06g275850v5 Cre06.g275850
CHLRE_06g275900v5 Cre06.g275900
CHLRE_06g275950v5 Cre06.g275950
CHLRE_06g276001v5 Cre06.g276001
CHLRE_06g276050v5 Cre06.g276050
CHLRE_06g276100v5 Cre06.g276100
CHLRE_06g276150v5 Cre06.g276150
CHLRE_06g276200v5 Cre06.g276200
CHLRE_06g276250v5 Cre06.g276250
CHLRE_06g276300v5 Cre06.g276300
CHLRE_06g276350v5 Cre06.g276350
CHLRE_06g276371v5 Cre06.g276371
CHLRE_06g276400v5 Cre06.g276400
CHLRE_06g276450v5 Cre06.g276450
CHLRE_06g276500v5 Name=H2A-II
CHLRE_06g276550v5 Cre06.g276550
CHLRE_06g276600v5 Name=ch3-III
CHLRE_06g276650v5 Name=H4-III
CHLRE_06g276700v5 Cre06.g276700
CHLRE_06g276750v5 Cre06.g276750
CHLRE_06g276759v5 Cre06.g276759
CHLRE_06g276800v5 Name=H4-III
CHLRE_06g276850v5 Name=ch3-III
CHLRE_06g276900v5 Cre06.g276900
CHLRE_06g276950v5 Name=H2A-II
CHLRE_06g277000v5 Cre06.g277000
CHLRE_06g277050v5 Cre06.g277050
CHLRE_06g277100v5 Cre06.g277100
CHLRE_06g277150v5 Cre06.g277150
CHLRE_06g277200v5 Cre06.g277200
CHLRE_06g277250v5 Cre06.g277250
CHLRE_06g277300v5 Cre06.g277300
CHLRE_06g277350v5 Cre06.g277350
CHLRE_06g277400v5 Cre06.g277400
CHLRE_06g277450v5 Cre06.g277450
CHLRE_06g277500v5 Cre06.g277500
CHLRE_06g277550v5 Cre06.g277550
CHLRE_06g277600v5 Cre06.g277600
CHLRE_06g277650v5 Cre06.g277650
CHLRE_06g277700v5 Cre06.g277700
CHLRE_06g277750v5 Cre06.g277750
CHLRE_06g277801v5 Cre06.g277801
CHLRE_06g277850v5 Cre06.g277850
CHLRE_06g278085v5 Cre06.g278085
CHLRE_06g278086v5 Cre06.g278086
CHLRE_06g278087v5 Cre06.g278087
CHLRE_06g278088v5 Cre06.g278088
CHLRE_06g278089v5 Cre06.g278089
CHLRE_06g278090v5 Cre06.g278090
CHLRE_06g278091v5 Cre06.g278091
CHLRE_06g278092v5 Cre06.g278092
CHLRE_06g278093v5 Cre06.g278093
CHLRE_06g278094v5 Cre06.g278094
CHLRE_06g278095v5 Cre06.g278095
CHLRE_06g278096v5 Cre06.g278096
CHLRE_06g278097v5 Cre06.g278097
CHLRE_06g278098v5 Cre06.g278098
CHLRE_06g278099v5 Cre06.g278099
CHLRE_06g278101v5 Cre06.g278101
CHLRE_06g278102v5 Cre06.g278102
CHLRE_06g278103v5 Cre06.g278103
CHLRE_06g278104v5 Cre06.g278104
CHLRE_06g278105v5 Cre06.g278105
CHLRE_06g278106v5 Cre06.g278106
CHLRE_06g278107v5 Cre06.g278107
CHLRE_06g278108v5 Cre06.g278108
CHLRE_06g278109v5 Cre06.g278109
CHLRE_06g278110v5 Cre06.g278110
CHLRE_06g278111v5 Cre06.g278111
CHLRE_06g278112v5 Cre06.g278112
CHLRE_06g278113v5 Cre06.g278113
CHLRE_06g278114v5 Cre06.g278114
CHLRE_06g278115v5 Cre06.g278115
CHLRE_06g278116v5 Cre06.g278116
CHLRE_06g278117v5 Cre06.g278117
CHLRE_06g278118v5 Cre06.g278118
CHLRE_06g278119v5 Cre06.g278119
CHLRE_06g278120v5 Cre06.g278120
CHLRE_06g278121v5 Cre06.g278121
CHLRE_06g278122v5 Cre06.g278122
CHLRE_06g278123v5 Cre06.g278123
CHLRE_06g278124v5 Cre06.g278124
CHLRE_06g278125v5 Cre06.g278125
CHLRE_06g278126v5 Cre06.g278126
CHLRE_06g278127v5 Cre06.g278127
CHLRE_06g278128v5 Cre06.g278128
CHLRE_06g278129v5 Cre06.g278129
CHLRE_06g278131v5 Cre06.g278131
CHLRE_06g278132v5 Cre06.g278132
CHLRE_06g278133v5 Cre06.g278133
CHLRE_06g278134v5 Cre06.g278134
CHLRE_06g278135v5 Cre06.g278135
CHLRE_06g278136v5 Cre06.g278136
CHLRE_06g278137v5 Cre06.g278137
CHLRE_06g278138v5 Cre06.g278138
CHLRE_06g278139v5 Cre06.g278139
CHLRE_06g278140v5 Cre06.g278140
CHLRE_06g278141v5 Cre06.g278141
CHLRE_06g278142v5 Cre06.g278142
CHLRE_06g278143v5 Cre06.g278143
CHLRE_06g278144v5 Cre06.g278144
CHLRE_06g278145v5 Cre06.g278145
CHLRE_06g278146v5 Cre06.g278146
CHLRE_06g278147v5 Cre06.g278147
CHLRE_06g278148v5 Cre06.g278148
CHLRE_06g278149v5 Cre06.g278149
CHLRE_06g278151v5 Cre06.g278151
CHLRE_06g278152v5 Cre06.g278152
CHLRE_06g278153v5 Cre06.g278153
CHLRE_06g278154v5 Cre06.g278154
CHLRE_06g278156v5 Cre06.g278156
CHLRE_06g278157v5 Cre06.g278157
CHLRE_06g278158v5 Cre06.g278158
CHLRE_06g278159v5 Cre06.g278159
CHLRE_06g278160v5 Cre06.g278160
CHLRE_06g278161v5 Cre06.g278161
CHLRE_06g278162v5 Cre06.g278162
CHLRE_06g278163v5 Cre06.g278163
CHLRE_06g278164v5 Cre06.g278164
CHLRE_06g278165v5 Cre06.g278165
CHLRE_06g278166v5 Cre06.g278166
CHLRE_06g278167v5 Cre06.g278167
CHLRE_06g278168v5 Cre06.g278168
CHLRE_06g278169v5 Cre06.g278169
CHLRE_06g278170v5 Cre06.g278170
CHLRE_06g278171v5 Cre06.g278171
CHLRE_06g278172v5 Cre06.g278172
CHLRE_06g278173v5 Cre06.g278173
CHLRE_06g278174v5 Cre06.g278174
CHLRE_06g278175v5 Cre06.g278175
CHLRE_06g278176v5 Cre06.g278176
CHLRE_06g278177v5 Cre06.g278177
CHLRE_06g278178v5 Cre06.g278178
CHLRE_06g278179v5 Cre06.g278179
CHLRE_06g278180v5 Cre06.g278180
CHLRE_06g278181v5 Cre06.g278181
CHLRE_06g278182v5 Cre06.g278182
CHLRE_06g278183v5 Cre06.g278183
CHLRE_06g278184v5 Cre06.g278184
CHLRE_06g278185v5 Cre06.g278185
CHLRE_06g278186v5 Cre06.g278186
CHLRE_06g278187v5 Cre06.g278187
CHLRE_06g278188v5 Cre06.g278188
CHLRE_06g278189v5 Cre06.g278189
CHLRE_06g278190v5 Cre06.g278190
CHLRE_06g278191v5 Cre06.g278191
CHLRE_06g278192v5 Cre06.g278192
CHLRE_06g278193v5 Cre06.g278193
CHLRE_06g278194v5 Cre06.g278194
CHLRE_06g278195v5 Cre06.g278195
CHLRE_06g278196v5 Cre06.g278196
CHLRE_06g278197v5 Cre06.g278197
CHLRE_06g278198v5 Cre06.g278198
CHLRE_06g278199v5 Cre06.g278199
CHLRE_06g278201v5 Cre06.g278201
CHLRE_06g278202v5 Cre06.g278202
CHLRE_06g278203v5 Cre06.g278203
CHLRE_06g278204v5 Cre06.g278204
CHLRE_06g278205v5 Cre06.g278205
CHLRE_06g278206v5 Cre06.g278206
CHLRE_06g278207v5 Cre06.g278207
CHLRE_06g278208v5 Cre06.g278208
CHLRE_06g278209v5 Cre06.g278209
CHLRE_06g278210v5 Cre06.g278210
CHLRE_06g278211v5 Cre06.g278211
CHLRE_06g278212v5 Cre06.g278212
CHLRE_06g278213v5 Cre06.g278213
CHLRE_06g278214v5 Cre06.g278214
CHLRE_06g278215v5 Cre06.g278215
CHLRE_06g278216v5 Cre06.g278216
CHLRE_06g278217v5 Cre06.g278217
CHLRE_06g278218v5 Cre06.g278218
CHLRE_06g278219v5 Cre06.g278219
CHLRE_06g278220v5 Cre06.g278220
CHLRE_06g278221v5 Cre06.g278221
CHLRE_06g278222v5 Name=GBLP
CHLRE_06g278223v5 Cre06.g278223
CHLRE_06g278224v5 Cre06.g278224
CHLRE_06g278225v5 Cre06.g278225
CHLRE_06g278226v5 Cre06.g278226
CHLRE_06g278227v5 Cre06.g278227
CHLRE_06g278228v5 Cre06.g278228
CHLRE_06g278229v5 Cre06.g278229
CHLRE_06g278230v5 Cre06.g278230
CHLRE_06g278231v5 Cre06.g278231
CHLRE_06g278232v5 Cre06.g278232
CHLRE_06g278233v5 Cre06.g278233
CHLRE_06g278234v5 Cre06.g278234
CHLRE_06g278235v5 Cre06.g278235
CHLRE_06g278236v5 Cre06.g278236
CHLRE_06g278237v5 Cre06.g278237
CHLRE_06g278238v5 Cre06.g278238
CHLRE_06g278239v5 Cre06.g278239
CHLRE_06g278240v5 Cre06.g278240
CHLRE_06g278241v5 Cre06.g278241
CHLRE_06g278242v5 Cre06.g278242
CHLRE_06g278243v5 Cre06.g278243
CHLRE_06g278244v5 Cre06.g278244
CHLRE_06g278245v5 Cre06.g278245
CHLRE_06g278246v5 Cre06.g278246
CHLRE_06g278247v5 Cre06.g278247
CHLRE_06g278248v5 Cre06.g278248
CHLRE_06g278249v5 Cre06.g278249
CHLRE_06g278251v5 Cre06.g278251
CHLRE_06g278252v5 Cre06.g278252
CHLRE_06g278253v5 Cre06.g278253
CHLRE_06g278254v5 Cre06.g278254
CHLRE_06g278255v5 Cre06.g278255
CHLRE_06g278256v5 Cre06.g278256
CHLRE_06g278257v5 Cre06.g278257
CHLRE_06g278258v5 Cre06.g278258
CHLRE_06g278259v5 Cre06.g278259
CHLRE_06g278260v5 Cre06.g278260
CHLRE_06g278261v5 Cre06.g278261
CHLRE_06g278262v5 Cre06.g278262
CHLRE_06g278263v5 Cre06.g278263
CHLRE_06g278264v5 Cre06.g278264
CHLRE_06g278265v5 Cre06.g278265
CHLRE_06g278266v5 Cre06.g278266
CHLRE_06g278267v5 Cre06.g278267
CHLRE_06g278268v5 Cre06.g278268
CHLRE_06g278269v5 Cre06.g278269
CHLRE_06g278270v5 Cre06.g278270
CHLRE_06g278271v5 Cre06.g278271
CHLRE_06g278272v5 Cre06.g278272
CHLRE_06g278273v5 Cre06.g278273
CHLRE_06g278274v5 Cre06.g278274
CHLRE_06g278275v5 Cre06.g278275
CHLRE_06g278276v5 Cre06.g278276
CHLRE_06g278277v5 Cre06.g278277
CHLRE_06g278278v5 Cre06.g278278
CHLRE_06g278279v5 Cre06.g278279
CHLRE_06g278280v5 Cre06.g278280
CHLRE_06g278281v5 Cre06.g278281
CHLRE_06g278282v5 Cre06.g278282
CHLRE_06g278283v5 Cre06.g278283
CHLRE_06g278284v5 Cre06.g278284
CHLRE_06g278285v5 Cre06.g278285
CHLRE_06g278286v5 Cre06.g278286
CHLRE_06g278287v5 Cre06.g278287
CHLRE_06g278288v5 Cre06.g278288
CHLRE_06g278289v5 Cre06.g278289
CHLRE_06g278290v5 Cre06.g278290
CHLRE_06g278291v5 Cre06.g278291
CHLRE_06g278292v5 Cre06.g278292
CHLRE_06g278293v5 Cre06.g278293
CHLRE_06g278294v5 Cre06.g278294
CHLRE_06g278295v5 Cre06.g278295
CHLRE_06g278296v5 Cre06.g278296
CHLRE_06g278297v5 Cre06.g278297
CHLRE_06g278298v5 Cre06.g278298
CHLRE_06g278299v5 Cre06.g278299
CHLRE_06g278301v5 Cre06.g278301
CHLRE_06g278302v5 Cre06.g278302
CHLRE_06g278150v5 Cre06.g278150
CHLRE_06g278200v5 Cre06.g278200
CHLRE_06g278250v5 Cre06.g278250
CHLRE_06g278300v5 Cre06.g278300
CHLRE_06g278350v5 Cre06.g278350
CHLRE_06g278400v5 Cre06.g278400
CHLRE_06g278451v5 Cre06.g278451
CHLRE_06g278500v5 Cre06.g278500
CHLRE_06g278550v5 Cre06.g278550
CHLRE_06g278585v5 Cre06.g278585
CHLRE_06g278600v5 Cre06.g278600
CHLRE_06g278650v5 Cre06.g278650
CHLRE_06g278700v5 Cre06.g278700
CHLRE_06g278750v5 Cre06.g278750
CHLRE_06g278800v5 Cre06.g278800
CHLRE_06g278850v5 Cre06.g278850
CHLRE_06g278900v5 Cre06.g278900
CHLRE_06g278950v5 Cre06.g278950
CHLRE_06g279000v5 Cre06.g279000
CHLRE_06g279050v5 Cre06.g279050
CHLRE_06g279100v5 Cre06.g279100
CHLRE_06g279150v5 Cre06.g279150
CHLRE_06g279183v5 Cre06.g279183
CHLRE_06g279216v5 Cre06.g279216
CHLRE_06g279250v5 Cre06.g279250
CHLRE_06g279300v5 Cre06.g279300
CHLRE_06g279350v5 Cre06.g279350
CHLRE_06g279400v5 Cre06.g279400
CHLRE_06g279450v5 Cre06.g279450
CHLRE_06g279474v5 Cre06.g279474
CHLRE_06g279500v5 Cre06.g279500
CHLRE_06g279550v5 Cre06.g279550
CHLRE_06g279600v5 Cre06.g279600
CHLRE_06g279650v5 Cre06.g279650
CHLRE_06g279700v5 Cre06.g279700
CHLRE_06g279750v5 Cre06.g279750
CHLRE_06g279800v5 Cre06.g279800
CHLRE_06g279850v5 Cre06.g279850
CHLRE_06g279900v5 Cre06.g279900
CHLRE_06g279950v5 Cre06.g279950
CHLRE_06g279976v5 Cre06.g279976
CHLRE_06g280000v5 Cre06.g280000
CHLRE_06g280050v5 Cre06.g280050
CHLRE_06g280100v5 Cre06.g280100
CHLRE_06g280150v5 Cre06.g280150
CHLRE_06g280200v5 Cre06.g280200
CHLRE_06g280227v5 Cre06.g280227
CHLRE_06g280250v5 Cre06.g280250
CHLRE_06g280300v5 Cre06.g280300
CHLRE_06g280350v5 Cre06.g280350
CHLRE_06g280385v5 Cre06.g280385
CHLRE_06g280420v5 Cre06.g280420
CHLRE_06g280450v5 Cre06.g280450
CHLRE_06g280475v5 Cre06.g280475
CHLRE_06g280500v5 Cre06.g280500
CHLRE_06g280550v5 Cre06.g280550
CHLRE_06g280600v5 Cre06.g280600
CHLRE_06g280650v5 Cre06.g280650
CHLRE_06g280700v5 Cre06.g280700
CHLRE_06g280750v5 Cre06.g280750
CHLRE_06g280800v5 Cre06.g280800
CHLRE_06g280850v5 Cre06.g280850
CHLRE_06g280900v5 Cre06.g280900
CHLRE_06g280950v5 Cre06.g280950
CHLRE_06g281000v5 Cre06.g281000
CHLRE_06g281050v5 Cre06.g281050
CHLRE_06g281100v5 Cre06.g281100
CHLRE_06g281150v5 Cre06.g281150
CHLRE_06g281200v5 Cre06.g281200
CHLRE_06g281250v5 Cre06.g281250
CHLRE_06g281286v5 Cre06.g281286
CHLRE_06g281300v5 Cre06.g281300
CHLRE_06g281350v5 Cre06.g281350
CHLRE_06g281400v5 Cre06.g281400
CHLRE_06g281450v5 Cre06.g281450
CHLRE_06g281500v5 Cre06.g281500
CHLRE_06g281526v5 Cre06.g281526
CHLRE_06g281563v5 Cre06.g281563
CHLRE_06g281600v5 Cre06.g281600
CHLRE_06g281650v5 Cre06.g281650
CHLRE_06g281700v5 Cre06.g281700
CHLRE_06g281750v5 Cre06.g281750
CHLRE_06g281766v5 Cre06.g281766
CHLRE_06g281800v5 Cre06.g281800
CHLRE_06g281850v5 Cre06.g281850
CHLRE_06g281900v5 Cre06.g281900
CHLRE_06g281950v5 Cre06.g281950
CHLRE_06g282000v5 Cre06.g282000
CHLRE_06g282050v5 Cre06.g282050
CHLRE_06g282100v5 Cre06.g282100
CHLRE_06g282150v5 Cre06.g282150
CHLRE_06g282200v5 Cre06.g282200
CHLRE_06g282250v5 Cre06.g282250
CHLRE_06g282251v5 Cre06.g282251
CHLRE_06g282300v5 Cre06.g282300
CHLRE_06g282350v5 Cre06.g282350
CHLRE_06g282400v5 Cre06.g282400
CHLRE_06g282450v5 Cre06.g282450
CHLRE_06g282500v5 Cre06.g282500
CHLRE_06g282550v5 Cre06.g282550
CHLRE_06g282600v5 Cre06.g282600
CHLRE_06g282651v5 Cre06.g282651
CHLRE_06g282700v5 Cre06.g282700
CHLRE_06g282750v5 Cre06.g282750
CHLRE_06g282800v5 Cre06.g282800
CHLRE_06g282826v5 Cre06.g282826
CHLRE_06g282850v5 Cre06.g282850
CHLRE_06g282900v5 Cre06.g282900
CHLRE_06g282950v5 Cre06.g282950
CHLRE_06g283000v5 Cre06.g283000
CHLRE_06g283034v5 Cre06.g283034
CHLRE_06g283050v5 Cre06.g283050
CHLRE_06g283100v5 Cre06.g283100
CHLRE_06g283150v5 Cre06.g283150
CHLRE_06g283200v5 Cre06.g283200
CHLRE_06g283250v5 Cre06.g283250
CHLRE_06g283300v5 Cre06.g283300
CHLRE_06g283350v5 Cre06.g283350
CHLRE_06g283400v5 Cre06.g283400
CHLRE_06g283450v5 Cre06.g283450
CHLRE_06g283500v5 Cre06.g283500
CHLRE_06g283550v5 Cre06.g283550
CHLRE_06g283600v5 Cre06.g283600
CHLRE_06g283634v5 Cre06.g283634
CHLRE_06g283700v5 Cre06.g283700
CHLRE_06g283750v5 Name=HST
CHLRE_06g283800v5 Cre06.g283800
CHLRE_06g283826v5 Cre06.g283826
CHLRE_06g283850v5 Cre06.g283850
CHLRE_06g283900v5 Cre06.g283900
CHLRE_06g283950v5 Cre06.g283950
CHLRE_06g283975v5 Cre06.g283975
CHLRE_06g284000v5 Cre06.g284000
CHLRE_06g284050v5 Cre06.g284050
CHLRE_06g284100v5 Cre06.g284100
CHLRE_06g284150v5 Cre06.g284150
CHLRE_06g284200v5 Cre06.g284200
CHLRE_06g284250v5 Cre06.g284250
CHLRE_06g284300v5 Cre06.g284300
CHLRE_06g284350v5 Cre06.g284350
CHLRE_06g284376v5 Cre06.g284376
CHLRE_06g284400v5 Cre06.g284400
CHLRE_06g284450v5 Cre06.g284450
CHLRE_06g284500v5 Cre06.g284500
CHLRE_06g284550v5 Cre06.g284550
CHLRE_06g284600v5 Cre06.g284600
CHLRE_06g284650v5 Cre06.g284650
CHLRE_06g284700v5 Cre06.g284700
CHLRE_06g284726v5 Cre06.g284726
CHLRE_06g284750v5 Cre06.g284750
CHLRE_06g284800v5 Cre06.g284800
CHLRE_06g284850v5 Cre06.g284850
CHLRE_06g284900v5 Cre06.g284900
CHLRE_06g284950v5 Cre06.g284950
CHLRE_06g285001v5 Cre06.g285001
CHLRE_06g285050v5 Cre06.g285050
CHLRE_06g285100v5 Cre06.g285100
CHLRE_06g285150v5 Cre06.g285150
CHLRE_06g285200v5 Cre06.g285200
CHLRE_06g285250v5 Cre06.g285250
CHLRE_06g285300v5 Cre06.g285300
CHLRE_06g285350v5 Cre06.g285350
CHLRE_06g285401v5 Cre06.g285401
CHLRE_06g285451v5 Cre06.g285451
CHLRE_06g285500v5 Cre06.g285500
CHLRE_06g285550v5 Cre06.g285550
CHLRE_06g285600v5 Cre06.g285600
CHLRE_06g285650v5 Cre06.g285650
CHLRE_06g285700v5 Cre06.g285700
CHLRE_06g285750v5 Cre06.g285750
CHLRE_06g285800v5 Cre06.g285800
CHLRE_06g285850v5 Cre06.g285850
CHLRE_06g285900v5 Cre06.g285900
CHLRE_06g285926v5 Cre06.g285926
CHLRE_06g285950v5 Cre06.g285950
CHLRE_06g286000v5 Cre06.g286000
CHLRE_06g286050v5 Cre06.g286050
CHLRE_06g286100v5 Cre06.g286100
CHLRE_06g286150v5 Cre06.g286150
CHLRE_06g286200v5 Cre06.g286200
CHLRE_06g286250v5 Cre06.g286250
CHLRE_06g286300v5 Cre06.g286300
CHLRE_06g286350v5 Cre06.g286350
CHLRE_06g286400v5 Cre06.g286400
CHLRE_06g286450v5 Cre06.g286450
CHLRE_06g286500v5 Cre06.g286500
CHLRE_06g286550v5 Cre06.g286550
CHLRE_06g286600v5 Cre06.g286600
CHLRE_06g286650v5 Cre06.g286650
CHLRE_06g286700v5 Cre06.g286700
CHLRE_06g286750v5 Cre06.g286750
CHLRE_06g286800v5 Cre06.g286800
CHLRE_06g286850v5 Cre06.g286850
CHLRE_06g286900v5 Cre06.g286900
CHLRE_06g286950v5 Cre06.g286950
CHLRE_06g287000v5 Cre06.g287000
CHLRE_06g287050v5 Cre06.g287050
CHLRE_06g287100v5 Cre06.g287100
CHLRE_06g287150v5 Cre06.g287150
CHLRE_06g287176v5 Cre06.g287176
CHLRE_06g287200v5 Cre06.g287200
CHLRE_06g287250v5 Cre06.g287250
CHLRE_06g287300v5 Cre06.g287300
CHLRE_06g287350v5 Cre06.g287350
CHLRE_06g287400v5 Cre06.g287400
CHLRE_06g287450v5 Cre06.g287450
CHLRE_06g287500v5 Cre06.g287500
CHLRE_06g287550v5 Cre06.g287550
CHLRE_06g287600v5 Cre06.g287600
CHLRE_06g287650v5 Cre06.g287650
CHLRE_06g287700v5 Cre06.g287700
CHLRE_06g287750v5 Cre06.g287750
